"Symbol","Description","Category2","Category3","GICSSector","MarketCap","DividendYield","Country","Action"
"OSH","Oak Street Health, Inc.","Common stocks","Mid cap","Health Care","$6,324,519,813","0.00%","USA","Analyze"
"RH","RH","Common stocks","Mid cap","Consumer Discretionary","$6,316,163,589","0.00%","USA","Analyze"
"FYBR","Frontier Communications Parent, Inc.","Common stocks","Mid cap","Communication Services","$6,310,813,600","0.00%","USA","Analyze"
"DCI","Donaldson Inc","Common stocks","Mid cap","Industrials","$6,309,149,946","1.74%","USA","Analyze"
"COTY","Coty Inc Class A","Common stocks","Mid cap","Consumer Staples","$6,301,708,507","0.00%","USA","Analyze"
"AIRC","Apartment Income REIT Corp.","REITs","Mid cap","Real Estate","$6,298,548,795","4.32%","USA","Analyze"
"SF","Stifel Financial Corp","Common stocks","Mid cap","Financials","$6,295,410,723","1.76%","USA","Analyze"
"EXAS","Exact Sciences Corp","Common stocks","Mid cap","Health Care","$6,290,911,754","0.00%","USA","Analyze"
"VOYA","Voya Financial Inc","Common stocks","Mid cap","Financials","$6,286,801,907","1.29%","USA","Analyze"
"DBX","Dropbox Inc Class A","Common stocks","Mid cap","Information Technology","$6,267,193,852","0.00%","USA","Analyze"
"ST","Sensata Technologies Holding Nv","Common stocks","Mid cap","Industrials","$6,253,540,691","0.55%","USA","Analyze"
"AGNC","AGNC Investment Corp","Mortgage REITs","Mid cap","Financials","$6,246,537,687","11.44%","USA","Analyze"
"ADT","ADT Inc.","Common stocks","Mid cap","Consumer Discretionary","$6,245,577,206","1.91%","USA","Analyze"
"PEN","Penumbra Inc","Common stocks","Mid cap","Health Care","$6,220,133,046","0.00%","USA","Analyze"
"MP","MP Materials Corp.","Common stocks","Mid cap","Materials","$6,211,919,279","0.00%","USA","Analyze"
"DNB","Dun & Bradstreet Holdings, Inc.","Common stocks","Mid cap","Industrials","$6,181,634,995","0.35%","USA","Analyze"
"IIVI","Ii Vi Inc","Common stocks","Mid cap","Information Technology","$6,181,199,234","0.00%","USA","Analyze"
"SYNH","Syneos Health Inc","Common stocks","Mid cap","Health Care","$6,170,472,852","0.00%","USA","Analyze"
"PNFP","Pinnacle Financial Partners Inc","Common stocks","Mid cap","Financials","$6,167,619,056","1.04%","USA","Analyze"
"SON","Sonoco Products","Common stocks","Mid cap","Materials","$6,144,831,649","2.95%","USA","Analyze"
"MDU","MDU Resources Group Inc","Common stocks","Mid cap","Industrials","$6,131,024,811","2.84%","USA","Analyze"
"THC","Tenet Healthcare Corp","Common stocks","Mid cap","Health Care","$6,095,711,833","0.00%","USA","Analyze"
"MTZ","Mastec Inc","Common stocks","Mid cap","Industrials","$6,080,969,195","0.00%","USA","Analyze"
"NVST","Envista Holdings Corporation","Common stocks","Mid cap","Health Care","$6,060,154,869","0.00%","USA","Analyze"
"BOKF","BOK Financial Corp","Common stocks","Mid cap","Financials","$6,052,406,301","2.37%","USA","Analyze"
"IONS","Ionis Pharmaceuticals Inc","Common stocks","Mid cap","Health Care","$6,035,345,692","0.00%","USA","Analyze"
"RGLD","Royal Gold Inc","Common stocks","Mid cap","Materials","$6,032,284,754","1.46%","USA","Analyze"
"XPO","XPO Logistics Inc","Common stocks","Mid cap","Industrials","$6,030,380,235","0.00%","USA","Analyze"
"GWRE","Guidewire Software Inc","Common stocks","Mid cap","Information Technology","$6,010,472,323","0.00%","USA","Analyze"
"ITT","ITT Inc","Common stocks","Mid cap","Industrials","$5,998,231,000","1.33%","USA","Analyze"
"BYD","Boyd Gaming Corp","Common stocks","Mid cap","Consumer Discretionary","$5,964,641,335","0.55%","USA","Analyze"
"BLD","Topbuild Corp","Common stocks","Mid cap","Consumer Discretionary","$5,949,926,450","0.00%","USA","Analyze"
"DKS","Dicks Sporting Inc","Common stocks","Mid cap","Consumer Discretionary","$5,914,524,723","1.73%","USA","Analyze"
"RNR","Renaissancere Holding Ltd","Common stocks","Mid cap","Financials","$5,911,589,158","1.08%","USA","Analyze"
"VMI","Valmont Inds Inc","Common stocks","Mid cap","Industrials","$5,910,307,695","0.76%","USA","Analyze"
"WH","Wyndham Hotels & Resorts Inc","Common stocks","Mid cap","Consumer Discretionary","$5,901,875,161","1.83%","USA","Analyze"
"CCCS","CCC Intelligent Solutions Holdings Inc.","Common stocks","Mid cap","Information Technology","$5,893,776,911","0.00%","USA","Analyze"
"GMED","Globus Medical Inc Class A","Common stocks","Mid cap","Health Care","$5,890,296,638","0.00%","USA","Analyze"
"LFUS","Littelfuse Inc","Common stocks","Mid cap","Information Technology","$5,872,359,750","0.92%","USA","Analyze"
"REYN","Reynolds Consumer Products Inc.","Common stocks","Mid cap","Consumer Staples","$5,861,464,038","3.25%","USA","Analyze"
"SNV","Synovus Financial Corp","Common stocks","Mid cap","Financials","$5,838,052,413","4.10%","USA","Analyze"
"BPOP","Popular Inc","Common stocks","Mid cap","Financials","$5,792,335,598","2.57%","USA","Analyze"
"FLO","Flowers Foods Inc","Common stocks","Mid cap","Consumer Staples","$5,783,001,806","3.08%","USA","Analyze"
"WU","Western Union","Common stocks","Mid cap","Information Technology","$5,716,879,926","6.21%","USA","Analyze"
"EXEL","Exelixis Inc","Common stocks","Mid cap","Health Care","$5,709,295,848","0.00%","USA","Analyze"
"PLNT","Planet Fitness Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$5,707,516,434","0.00%","USA","Analyze"
"INGR","Ingredion Inc","Common stocks","Mid cap","Consumer Staples","$5,704,901,280","2.95%","USA","Analyze"
"KRC","Kilroy Realty Corporation","REITs","Mid cap","Real Estate","$5,699,797,207","4.21%","USA","Analyze"
"DXC","DXC Technology Company","Common stocks","Mid cap","Information Technology","$5,696,347,847","0.00%","USA","Analyze"
"LITE","Lumentum Holdings Inc","Common stocks","Mid cap","Information Technology","$5,689,755,000","0.00%","USA","Analyze"
"NDAQ","Nasdaq Inc","Common stocks","Mid cap","Financials","$5,689,678,689","1.24%","USA","Analyze"
"AXTA","Axalta Coating Systems Ltd","Common stocks","Mid cap","Materials","$5,679,115,378","0.00%","USA","Analyze"
"CW","Curtiss Wright Corp","Common stocks","Mid cap","Industrials","$5,651,299,113","0.49%","USA","Analyze"
"HUN","Huntsman Corp","Common stocks","Mid cap","Materials","$5,643,446,948","2.83%","USA","Analyze"
"HOG","Harley Davidson Inc","Common stocks","Mid cap","Consumer Discretionary","$5,637,462,555","1.58%","USA","Analyze"
"SITE","Siteone Landscape Supply Inc","Common stocks","Mid cap","Industrials","$5,636,397,241","0.00%","USA","Analyze"
"WWD","Woodward Inc","Common stocks","Mid cap","Industrials","$5,599,453,894","0.78%","USA","Analyze"
"VAC","Marriott Vacations Worldwide Corp","Common stocks","Mid cap","Consumer Discretionary","$5,595,108,844","1.24%","USA","Analyze"
"FAF","First American Financial Corp","Common stocks","Mid cap","Financials","$5,572,652,823","3.77%","USA","Analyze"
"SRC","Spirit Realty Capital, Inc","REITs","Mid cap","Real Estate","$5,569,557,832","6.11%","USA","Analyze"
"BC","Brunswick Corp","Common stocks","Mid cap","Consumer Discretionary","$5,556,137,799","1.90%","USA","Analyze"
"MKSI","MKS Instruments Inc","Common stocks","Mid cap","Information Technology","$5,552,498,073","0.88%","USA","Analyze"
"FCN","FTI Consulting Inc","Common stocks","Mid cap","Industrials","$5,547,051,409","0.00%","USA","Analyze"
"IDA","IDACORP, Inc.","Common stocks","Mid cap","Utilities","$5,523,178,770","2.72%","USA","Analyze"
"NCLH","Norwegian Cruise Line Holdings Ltd","Common stocks","Mid cap","Consumer Discretionary","$5,511,770,945","0.00%","USA","Analyze"
"ASH","Ashland Global Inc","Common stocks","Mid cap","Materials","$5,509,224,937","1.24%","USA","Analyze"
"CHPT","ChargePoint Holdings, Inc.","Common stocks","Mid cap","Industrials","$5,493,362,288","0.00%","USA","Analyze"
"ALK","Alaska Air Group Inc","Common stocks","Mid cap","Industrials","$5,492,559,853","0.00%","USA","Analyze"
"NVT","Nvent Electric Plc","Common stocks","Mid cap","Industrials","$5,487,455,027","2.11%","USA","Analyze"
"SOFI","SoFi Technologies, Inc.","Common stocks","Mid cap","Financials","$5,460,472,160","0.00%","USA","Analyze"
"S","SentinelOne, Inc.","Common stocks","Mid cap","Information Technology","$5,440,519,429","0.00%","USA","Analyze"
"X","United States Steel Corporation","Common stocks","Mid cap","Financials","$5,425,381,399","0.87%","USA","Analyze"
"IAC","IAC/InterActive","Common stocks","Mid cap","Communication Services","$5,404,090,956","0.00%","USA","Analyze"
"MNDT","Mandiant, Inc.","Common stocks","Mid cap","Information Technology","$5,369,263,188","0.00%","USA","Analyze"
"AFRM","Affirm Holdings, Inc.","Common stocks","Mid cap","Information Technology","$5,364,511,783","0.00%","USA","Analyze"
"TOST","Toast, Inc.","Common stocks","Mid cap","Information Technology","$5,363,531,417","0.00%","USA","Analyze"
"AYI","Acuity Brands Inc","Common stocks","Mid cap","Industrials","$5,362,654,221","0.32%","USA","Analyze"
"LSTR","Landstar System Inc","Common stocks","Mid cap","Industrials","$5,341,347,463","0.71%","USA","Analyze"
"DTM","DT Midstream, Inc.","Common stocks","Mid cap","Energy","$5,340,703,795","3.36%","USA","Analyze"
"SWCH","Switch, Inc. Class A","Common stocks","Mid cap","Information Technology","$5,323,179,047","0.62%","USA","Analyze"
"QDEL","Quidel Corp","Common stocks","Mid cap","Health Care","$5,306,690,183","0.00%","USA","Analyze"
"POST","Post Holdings Inc","Common stocks","Mid cap","Industrials","$5,304,145,465","0.00%","USA","Analyze"
"CR","Crane","Common stocks","Mid cap","Industrials","$5,293,438,041","0.50%","USA","Analyze"
"OLED","Universal Display Corp","Common stocks","Mid cap","Information Technology","$5,276,902,315","0.89%","USA","Analyze"
"GXO","GXO Logistics, Inc.","Common stocks","Mid cap","Industrials","$5,264,138,848","0.00%","USA","Analyze"
"DRVN","Driven Brands Holdings Inc.","Common stocks","Mid cap","Industrials","$5,263,812,168","0.00%","USA","Analyze"
"CC","Chemours Company","Common stocks","Mid cap","Materials","$5,232,816,478","2.93%","USA","Analyze"
"INFA","Informatica Inc.","Common stocks","Mid cap","Information Technology","$5,231,594,031","0.00%","USA","Analyze"
"NATI","National Instruments Corp","Common stocks","Mid cap","Information Technology","$5,215,476,570","2.76%","USA","Analyze"
"OSK","Oshkosh Corp","Common stocks","Mid cap","Industrials","$5,214,035,785","1.84%","USA","Analyze"
"PYCR","Paycor HCM Inc","Common stocks","Mid cap","Information Technology","$5,204,305,320","0.00%","USA","Analyze"
"RYN","Rayonier Inc","REITs","Mid cap","Real Estate","$5,196,317,628","3.05%","USA","Analyze"
"TMX","Terminix Global Holdings, Inc.","Common stocks","Mid cap","Consumer Discretionary","$5,183,881,370","0.00%","USA","Analyze"
"TREX","Trex Inc","Common stocks","Mid cap","Industrials","$5,159,225,983","0.00%","USA","Analyze"
"VVV","Valvoline Inc","Common stocks","Mid cap","Materials","$5,145,981,749","1.71%","USA","Analyze"
"WTFC","Wintrust Financial Corp","Common stocks","Mid cap","Financials","$5,122,498,277","1.57%","USA","Analyze"
"GH","Guardant Health Inc","Common stocks","Mid cap","Health Care","$5,117,152,673","0.00%","USA","Analyze"
"LEG","Leggett & Platt Inc","Common stocks","Mid cap","Real Estate","$5,104,672,908","4.37%","USA","Analyze"
"SKX","Skechers USA Inc","Common stocks","Mid cap","Consumer Discretionary","$5,097,123,196","0.00%","USA","Analyze"
"NRZ","New Residential Investment Corp","Mortgage REITs","Mid cap","Financials","$5,083,305,268","8.85%","USA","Analyze"
"SAIC","Science Applications International","Common stocks","Mid cap","Industrials","$5,071,118,566","2.02%","USA","Analyze"
"LYFT","Lyft, Inc. - Class A","Common stocks","Mid cap","Industrials","$5,069,198,123","0.00%","USA","Analyze"
"DISH","Dish Network Corp Class A","Common stocks","Mid cap","Communication Services","$5,063,939,174","0.00%","USA","Analyze"
"NYT","New York Times Class A","Common stocks","Mid cap","Communication Services","$5,045,162,890","1.05%","USA","Analyze"
"PRGO","Perrigo Plc","Common stocks","Mid cap","Health Care","$5,037,405,597","2.65%","USA","Analyze"
"TOL","Toll Brothers Inc","Common stocks","Mid cap","Consumer Discretionary","$5,034,842,830","1.68%","USA","Analyze"
"VNO","Vornado Realty Trust","REITs","Mid cap","Real Estate","$5,028,342,047","7.89%","USA","Analyze"
"SLGN","Silgan Holdings Inc","Common stocks","Mid cap","Materials","$5,020,316,708","0.35%","USA","Analyze"
"TDOC","Teladoc Inc","Common stocks","Mid cap","Health Care","$5,006,332,581","0.00%","USA","Analyze"
"IAA","IAA, Inc.","Common stocks","Mid cap","Industrials","$4,983,422,460","0.00%","USA","Analyze"
"PENN","Penn National Gaming Inc","Common stocks","Mid cap","Consumer Discretionary","$4,951,907,968","0.00%","USA","Analyze"
"HXL","Hexcel Corp","Common stocks","Mid cap","Industrials","$4,934,291,739","0.51%","USA","Analyze"
"SGFY","Signify Health, Inc.","Common stocks","Mid cap","Health Care","$4,932,985,803","0.00%","USA","Analyze"
"OZK","Bank of the Ozarks","Common stocks","Mid cap","Financials","$4,927,522,984","2.98%","USA","Analyze"
"AMG","Affiliated Managers Group Inc","Common stocks","Mid cap","Materials","$4,868,521,691","0.03%","USA","Analyze"
"EHC","Encompass Health Corp","Common stocks","Mid cap","Health Care","$4,846,199,295","1.94%","USA","Analyze"
"SHC","Sotera Health Co","Common stocks","Mid cap","Health Care","$4,783,879,026","0.00%","USA","Analyze"
"NTRA","Natera Inc","Common stocks","Mid cap","Health Care","$4,776,119,554","0.00%","USA","Analyze"
"BWXT","BWX Technologies Inc","Common stocks","Mid cap","Industrials","$4,753,879,048","1.66%","USA","Analyze"
"PRI","Primerica Inc","Common stocks","Mid cap","Financials","$4,747,178,904","1.66%","USA","Analyze"
"DLB","Dolby Laboratories Inc Class A","Common stocks","Mid cap","Information Technology","$4,746,534,624","1.36%","USA","Analyze"
"AMC","AMC Entertainment Holdings Inc Class A","Common stocks","Mid cap","Communication Services","$4,713,403,826","0.00%","USA","Analyze"
"M","Macys Inc.","Common stocks","Mid cap","Consumer Discretionary","$4,693,567,168","3.51%","USA","Analyze"
"OWL","Blue Owl Capital Inc. Class A","Common stocks","Mid cap","Financials","$4,663,137,661","3.56%","USA","Analyze"
"MSA","MSA Safety Inc","Common stocks","Mid cap","Industrials","$4,650,482,960","1.51%","USA","Analyze"
"NSA","National Storage Affiliates Trust","REITs","Mid cap","Real Estate","$4,635,796,083","3.73%","USA","Analyze"
"TKR","Timken","Common stocks","Mid cap","Industrials","$4,626,457,521","1.92%","USA","Analyze"
"SRCL","Stericycle Inc","Common stocks","Mid cap","Industrials","$4,617,312,579","0.00%","USA","Analyze"
"THG","Hanover Insurance Group Inc","Common stocks","Mid cap","Consumer Discretionary","$4,610,715,349","2.26%","USA","Analyze"
"ESI","Element Solutions Inc.","Common stocks","Mid cap","Materials","$4,580,337,985","1.71%","USA","Analyze"
"NYCB","New York Community Bancorp","Common stocks","Mid cap","Financials","$4,563,597,095","6.77%","USA","Analyze"
"IPGP","IPG Photonics Corp","Common stocks","Mid cap","Information Technology","$4,548,338,191","0.00%","USA","Analyze"
"ATUS","Altice USA, Inc. Class A","Common stocks","Mid cap","Communication Services","$4,546,682,220","0.00%","USA","Analyze"
"EXP","Eagle Materials Inc","Common stocks","Mid cap","Materials","$4,507,844,292","0.83%","USA","Analyze"
"AXS","Axis Capital Holdings Ltd","Common stocks","Mid cap","Financials","$4,499,493,453","3.18%","USA","Analyze"
"MRTX","Mirati Therapeutics Inc","Common stocks","Mid cap","Health Care","$4,499,342,843","0.00%","USA","Analyze"
"H","Hyatt Hotels Corp Class A","Common stocks","Mid cap","Utilities","$4,491,259,250","0.00%","USA","Analyze"
"SEB","Seaboard Corp","Common stocks","Mid cap","Consumer Staples","$4,483,323,163","0.23%","USA","Analyze"
"COLM","Columbia Sportswear","Common stocks","Mid cap","Consumer Discretionary","$4,478,774,594","1.62%","USA","Analyze"
"ALGM","Allegro MicroSystems, Inc.","Common stocks","Mid cap","Information Technology","$4,460,407,842","0.00%","USA","Analyze"
"THO","Thor Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$4,417,567,489","2.11%","USA","Analyze"
"COUP","Coupa Software Inc","Common stocks","Mid cap","Information Technology","$4,412,167,538","0.00%","USA","Analyze"
"EEFT","Euronet Worldwide Inc","Common stocks","Mid cap","Information Technology","$4,395,869,015","0.00%","USA","Analyze"
"VRT","Vertiv Holdings, LLC Class A","Common stocks","Mid cap","Industrials","$4,347,249,039","0.09%","USA","Analyze"
"PLTK","Playtika Holding Corp.","Common stocks","Mid cap","Communication Services","$4,345,130,095","0.00%","Israel","Analyze"
"MTG","MGIC Investment Corp","Common stocks","Mid cap","Financials","$4,336,157,014","2.36%","USA","Analyze"
"OMF","Onemain Holdings Inc","Common stocks","Mid cap","Financials","$4,319,703,505","9.85%","USA","Analyze"
"SMAR","Smartsheet Inc. Class A","Common stocks","Mid cap","Information Technology","$4,306,803,097","0.00%","USA","Analyze"
"TPX","Tempur Sealy International Inc","Common stocks","Mid cap","Consumer Discretionary","$4,306,588,046","1.55%","USA","Analyze"
"CRUS","Cirrus Logic Inc","Common stocks","Mid cap","Information Technology","$4,290,066,515","0.00%","USA","Analyze"
"HE","Hawaiian Electric Industries Inc","Common stocks","Mid cap","Utilities","$4,282,430,918","3.51%","USA","Analyze"
"W","Wayfair Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$4,250,996,719","0.00%","USA","Analyze"
"NCR","NCR Corp","Common stocks","Mid cap","Information Technology","$4,250,745,000","0.00%","USA","Analyze"
"DV","DoubleVerify Holdings, Inc.","Common stocks","Mid cap","Information Technology","$4,240,310,592","0.00%","USA","Analyze"
"UNVR","Univar Solutions, Inc.","Common stocks","Mid cap","Industrials","$4,206,547,807","0.00%","USA","Analyze"
"FNB","FNB Corp","Common stocks","Mid cap","Financials","$4,180,674,744","3.97%","USA","Analyze"
"PINC","Premier Inc Class A","Common stocks","Mid cap","Health Care","$4,160,663,918","2.29%","USA","Analyze"
"AVT","Avnet Inc","Common stocks","Mid cap","Information Technology","$4,154,962,544","2.26%","USA","Analyze"
"LAZ","Lazard, LTD.","Common stocks","Mid cap","Financials","$4,099,047,408","5.15%","USA","Analyze"
"TWKS","Thoughtworks Holding, Inc","Common stocks","Mid cap","Information Technology","$4,094,485,079","0.00%","USA","Analyze"
"RL","Ralph Lauren Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$4,094,128,910","3.05%","USA","Analyze"
"NEWR","New Relic Inc","Common stocks","Mid cap","Information Technology","$4,086,687,397","0.00%","USA","Analyze"
"WEN","Wendys","Common stocks","Mid cap","Consumer Discretionary","$4,081,579,742","2.56%","USA","Analyze"
"CUZ","Cousins Properties Incorporated","REITs","Mid cap","Real Estate","$4,066,010,445","4.67%","USA","Analyze"
"AL","Air Lease Corp","Common stocks","Mid cap","Industrials","$4,030,809,642","1.95%","USA","Analyze"
"KEX","Kirby Corp","Common stocks","Mid cap","Industrials","$4,016,894,000","0.00%","USA","Analyze"
"TFSL","TFS Financial Corp","Common stocks","Mid cap","Financials","$4,012,333,196","7.70%","USA","Analyze"
"LPX","Louisiana Pacific Corp","Common stocks","Mid cap","Materials","$4,006,080,946","1.54%","USA","Analyze"
"IART","Integra Lifesciences Holdings Corp","Common stocks","Mid cap","Health Care","$3,983,998,264","0.00%","USA","Analyze"
"WTM","White Mountains Insurance Group Ltd","Common stocks","Mid cap","Financials","$3,982,581,780","0.07%","USA","Analyze"
"FLS","Flowserve Corp","Common stocks","Mid cap","Industrials","$3,982,229,574","2.60%","USA","Analyze"
"CNM","Core & Main, Inc.","Common stocks","Mid cap","Industrials","$3,958,223,189","0.00%","USA","Analyze"
"AZTA","Azenta, Inc.","Common stocks","Mid cap","Health Care","$3,954,325,495","0.38%","USA","Analyze"
"BFAM","Bright Horizons Family Solutions","Common stocks","Mid cap","Consumer Discretionary","$3,942,701,675","0.00%","USA","Analyze"
"R","Ryder System Inc","Common stocks","Mid cap","Industrials","$3,913,319,810","3.05%","USA","Analyze"
"AWI","Armstrong World Industries Inc","Common stocks","Mid cap","Industrials","$3,896,358,337","1.10%","USA","Analyze"
"GO","Grocery Outlet Holding Corp.","Common stocks","Mid cap","Consumer Staples","$3,888,849,333","0.00%","USA","Analyze"
"NTNX","Nutanix Inc Class A","Common stocks","Mid cap","Information Technology","$3,880,286,044","0.00%","USA","Analyze"
"JHG","Janus Henderson Group Plc","Common stocks","Mid cap","Financials","$3,876,394,977","6.44%","USA","Analyze"
"CFLT","Confluent, Inc.","Common stocks","Mid cap","Information Technology","$3,862,707,509","0.00%","USA","Analyze"
"QS","QuantumScape Corporation Class A","Common stocks","Mid cap","Consumer Discretionary","$3,857,269,887","0.00%","USA","Analyze"
"UMPQ","Umpqua Holdings Corp","Common stocks","Mid cap","Financials","$3,850,479,116","4.65%","USA","Analyze"
"AMED","Amedisys Inc","Common stocks","Mid cap","Health Care","$3,842,913,741","0.00%","USA","Analyze"
"SLM","Sallie Mae","Common stocks","Mid cap","Financials","$3,841,149,659","2.34%","USA","Analyze"
"ICUI","ICU Medical Inc","Common stocks","Mid cap","Health Care","$3,800,001,579","0.00%","USA","Analyze"
"MAN","Manpower Inc","Common stocks","Mid cap","Industrials","$3,793,726,593","3.57%","USA","Analyze"
"AYX","Alteryx Inc Class A","Common stocks","Mid cap","Information Technology","$3,786,660,357","0.00%","USA","Analyze"
"PVH","PVH Corp","Common stocks","Mid cap","Consumer Discretionary","$3,766,530,319","0.20%","USA","Analyze"
"MSM","MSC Industrial Inc Class A","Common stocks","Mid cap","Industrials","$3,749,054,370","3.73%","USA","Analyze"
"AMBP","Ardagh Metal Packaging S.A.","Common stocks","Mid cap","Materials","$3,710,278,315","3.25%","Luxembourg","Analyze"
"SMG","Scotts Miracle Gro","Common stocks","Mid cap","Materials","$3,709,408,201","3.90%","USA","Analyze"
"RNG","Ringcentral Inc Class A","Common stocks","Mid cap","Information Technology","$3,674,024,553","0.00%","USA","Analyze"
"EVR","Evercore Inc. Class A","Common stocks","Mid cap","Financials","$3,667,415,976","2.96%","USA","Analyze"
"DOCS","Doximity, Inc.","Common stocks","Mid cap","Consumer Discretionary","$3,666,544,770","0.00%","USA","Analyze"
"KSS","Kohls Corporation","Common stocks","Mid cap","Consumer Discretionary","$3,650,875,262","5.22%","USA","Analyze"
"WIX","Wix.Com Ltd","Common stocks","Mid cap","Consumer Discretionary","$3,623,617,622","0.00%","Israel","Analyze"
"TNL","Travel & Leisure Co.","Common stocks","Mid cap","Consumer Discretionary","$3,554,159,224","3.38%","USA","Analyze"
"CVNA","Carvana Class A","Common stocks","Mid cap","Consumer Discretionary","$3,490,418,768","0.00%","USA","Analyze"
"ALSN","Allison Transmission Holdings Inc","Common stocks","Mid cap","Industrials","$3,489,831,263","2.24%","USA","Analyze"
"NCNO","nCino, Inc.","Common stocks","Mid cap","Information Technology","$3,475,670,688","0.00%","USA","Analyze"
"VNT","Vontier Corporation","Common stocks","Mid cap","Information Technology","$3,462,121,410","0.46%","USA","Analyze"
"OLLI","Ollies Bargain Outlet Holdings Inc","Common stocks","Mid cap","Consumer Discretionary","$3,456,582,134","0.00%","USA","Analyze"
"TDC","Teradata Corp","Common stocks","Mid cap","Information Technology","$3,444,630,000","0.00%","USA","Analyze"
"SAM","Boston Beer Inc Class A","Common stocks","Mid cap","Consumer Staples","$3,443,481,190","0.00%","USA","Analyze"
"DEI","Douglas Emmett, Inc","REITs","Mid cap","Real Estate","$3,431,306,354","5.65%","USA","Analyze"
"BHF","Brighthouse Financial","Common stocks","Mid cap","Financials","$3,414,915,848","0.00%","USA","Analyze"
"WOOF","Petco Health and Wellness Company, Inc. - Class A","Common stocks","Mid cap","Consumer Discretionary","$3,396,219,040","0.00%","USA","Analyze"
"UA","Under Armour Inc Class C","Common stocks","Mid cap","Consumer Discretionary","$3,350,375,757","0.00%","USA","Analyze"
"UAA","Under Armour Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$3,350,375,757","0.00%","USA","Analyze"
"RARE","Ultragenyx Pharmaceutical Inc","Common stocks","Mid cap","Health Care","$3,340,058,235","0.00%","USA","Analyze"
"GPS","Gap Inc","Common stocks","Mid cap","Consumer Discretionary","$3,324,189,675","5.87%","USA","Analyze"
"FHB","First Hawaiian Inc","Common stocks","Mid cap","Financials","$3,283,133,577","3.99%","USA","Analyze"
"PK","Park Hotels & Resorts Inc","REITs","Mid cap","Real Estate","$3,267,181,120","0.14%","USA","Analyze"
"EPR","EPR Properties","REITs","Mid cap","Real Estate","$3,262,387,389","7.03%","USA","Analyze"
"HIW","Highwoods Properties, Inc","REITs","Mid cap","Real Estate","$3,198,671,410","6.44%","USA","Analyze"
"YETI","Yeti Holdings, Inc.","Common stocks","Mid cap","Consumer Discretionary","$3,179,026,000","0.00%","USA","Analyze"
"HHC","Howard Hughes Corp","Common stocks","Mid cap","Real Estate","$3,175,968,135","0.00%","USA","Analyze"
"SPR","Spirit Aerosystems Inc","Common stocks","Mid cap","Industrials","$3,164,646,215","0.13%","USA","Analyze"
"AGO","Assured Guaranty Ltd","Common stocks","Mid cap","Financials","$3,163,420,992","1.89%","USA","Analyze"
"MSGS","Madison Square Garden Sports Corp. Class A","Common stocks","Mid cap","Communication Services","$3,156,812,226","0.00%","USA","Analyze"
"TXG","10x Genomics, Inc.","Common stocks","Mid cap","Health Care","$3,135,579,614","0.00%","USA","Analyze"
"BOH","Bank Of Hawaii Corp.","Common stocks","Mid cap","Financials","$3,135,061,198","3.54%","USA","Analyze"
"PACW","Pacwest Bancorp","Common stocks","Mid cap","Financials","$3,100,930,493","3.75%","USA","Analyze"
"HBI","Hanesbrands Inc","Common stocks","Mid cap","Consumer Discretionary","$3,039,287,163","6.75%","USA","Analyze"
"GTES","Gates Industrial Corporation Plc","Common stocks","Mid cap","Industrials","$3,026,110,551","0.00%","USA","Analyze"
"TRIP","TripAdvisor Inc","Common stocks","Mid cap","Communication Services","$3,018,302,125","0.00%","USA","Analyze"
"MCW","Mister Car Wash, Inc.","Common stocks","Mid cap","Consumer Discretionary","$3,015,541,043","0.00%","USA","Analyze"
"PEGA","Pegasystems Inc","Common stocks","Mid cap","Information Technology","$3,000,272,824","0.33%","USA","Analyze"
"DNA","Ginkgo Bioworks Holdings, Inc. Class A","Common stocks","Mid cap","Materials","$2,958,175,087","0.00%","USA","Analyze"
"WWE","World Wrestling Entertainment Inc","Common stocks","Mid cap","Communication Services","$2,944,600,950","0.70%","USA","Analyze"
"VEEV","Veeva Systems Inc Class A","Common stocks","Mid cap","Health Care","$2,943,057,666","0.00%","USA","Analyze"
"TNDM","Tandem Diabetes Care Inc","Common stocks","Mid cap","Health Care","$2,937,478,237","0.00%","USA","Analyze"
"KMPR","Kemper Corp","Common stocks","Mid cap","Financials","$2,937,189,010","2.67%","USA","Analyze"
"WE","WeWork Inc. Class A","Common stocks","Mid cap","Real Estate","$2,908,411,752","0.00%","USA","Analyze"
"JAMF","Jamf Holding Corp.","Common stocks","Mid cap","Information Technology","$2,890,516,998","0.00%","USA","Analyze"
"CRI","Carters Inc","Common stocks","Mid cap","Consumer Discretionary","$2,879,882,515","2.82%","USA","Analyze"
"NEU","Newmarket Corp","Common stocks","Mid cap","Materials","$2,875,846,654","2.90%","USA","Analyze"
"VSAT","Viasat Inc","Common stocks","Mid cap","Information Technology","$2,869,484,900","0.00%","USA","Analyze"
"SLG","SL Green Realty Corp","REITs","Mid cap","Real Estate","$2,840,164,834","8.17%","USA","Analyze"
"AZEK","The AZEK Company Inc. Class A","Common stocks","Mid cap","Industrials","$2,829,491,808","0.00%","USA","Analyze"
"SSRM","SSR Mining Inc.","Common stocks","Mid cap","Materials","$2,814,327,238","1.92%","Canada","Analyze"
